target,iteration,red_count,red_event_count,red_event_rate
broad_PLP_to_non_PLP_or_missing,441,2,1,0.5
broad_PLP_to_non_PLP_or_missing,442,5,2,0.4
broad_PLP_to_non_PLP_or_missing,443,4,1,0.25
broad_PLP_to_non_PLP_or_missing,444,2,1,0.5
broad_PLP_to_non_PLP_or_missing,445,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,446,3,0,0.0
broad_PLP_to_non_PLP_or_missing,447,2,1,0.5
broad_PLP_to_non_PLP_or_missing,448,6,5,0.8333333333333334
broad_PLP_to_non_PLP_or_missing,449,0,0,
broad_PLP_to_non_PLP_or_missing,450,4,3,0.75
broad_PLP_to_non_PLP_or_missing,451,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,452,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,453,8,3,0.375
broad_PLP_to_non_PLP_or_missing,454,8,2,0.25
broad_PLP_to_non_PLP_or_missing,455,3,0,0.0
broad_PLP_to_non_PLP_or_missing,456,5,2,0.4
broad_PLP_to_non_PLP_or_missing,457,5,2,0.4
broad_PLP_to_non_PLP_or_missing,458,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,459,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,460,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,461,3,3,1.0
broad_PLP_to_non_PLP_or_missing,462,0,0,
broad_PLP_to_non_PLP_or_missing,463,2,1,0.5
broad_PLP_to_non_PLP_or_missing,464,4,3,0.75
broad_PLP_to_non_PLP_or_missing,465,2,1,0.5
broad_PLP_to_non_PLP_or_missing,466,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,467,5,1,0.2
broad_PLP_to_non_PLP_or_missing,468,12,8,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,469,6,3,0.5
broad_PLP_to_non_PLP_or_missing,470,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,471,3,0,0.0
broad_PLP_to_non_PLP_or_missing,472,4,2,0.5
broad_PLP_to_non_PLP_or_missing,473,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,474,4,1,0.25
broad_PLP_to_non_PLP_or_missing,475,4,1,0.25
broad_PLP_to_non_PLP_or_missing,476,4,1,0.25
broad_PLP_to_non_PLP_or_missing,477,5,5,1.0
broad_PLP_to_non_PLP_or_missing,478,5,3,0.6
broad_PLP_to_non_PLP_or_missing,479,10,6,0.6
broad_PLP_to_non_PLP_or_missing,480,4,1,0.25
broad_PLP_to_non_PLP_or_missing,481,5,2,0.4
broad_PLP_to_non_PLP_or_missing,482,5,4,0.8
broad_PLP_to_non_PLP_or_missing,483,8,2,0.25
broad_PLP_to_non_PLP_or_missing,484,9,4,0.4444444444444444
broad_PLP_to_non_PLP_or_missing,485,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,486,5,1,0.2
broad_PLP_to_non_PLP_or_missing,487,4,0,0.0
broad_PLP_to_non_PLP_or_missing,488,1,0,0.0
broad_PLP_to_non_PLP_or_missing,489,4,2,0.5
broad_PLP_to_non_PLP_or_missing,490,9,4,0.4444444444444444
broad_PLP_to_non_PLP_or_missing,491,2,1,0.5
broad_PLP_to_non_PLP_or_missing,492,7,4,0.5714285714285714
broad_PLP_to_non_PLP_or_missing,493,2,1,0.5
broad_PLP_to_non_PLP_or_missing,494,2,0,0.0
broad_PLP_to_non_PLP_or_missing,495,1,1,1.0
broad_PLP_to_non_PLP_or_missing,496,6,1,0.16666666666666666
broad_PLP_to_non_PLP_or_missing,497,5,2,0.4
broad_PLP_to_non_PLP_or_missing,498,2,1,0.5
broad_PLP_to_non_PLP_or_missing,499,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,500,7,4,0.5714285714285714
broad_PLP_to_non_PLP_or_missing,501,7,3,0.42857142857142855
broad_PLP_to_non_PLP_or_missing,502,5,4,0.8
broad_PLP_to_non_PLP_or_missing,503,4,4,1.0
broad_PLP_to_non_PLP_or_missing,504,4,2,0.5
broad_PLP_to_non_PLP_or_missing,505,9,7,0.7777777777777778
broad_PLP_to_non_PLP_or_missing,506,2,1,0.5
broad_PLP_to_non_PLP_or_missing,507,5,4,0.8
broad_PLP_to_non_PLP_or_missing,508,2,0,0.0
broad_PLP_to_non_PLP_or_missing,509,2,2,1.0
broad_PLP_to_non_PLP_or_missing,510,7,1,0.14285714285714285
broad_PLP_to_non_PLP_or_missing,511,1,0,0.0
broad_PLP_to_non_PLP_or_missing,512,4,2,0.5
broad_PLP_to_non_PLP_or_missing,513,4,3,0.75
broad_PLP_to_non_PLP_or_missing,514,4,1,0.25
broad_PLP_to_non_PLP_or_missing,515,4,4,1.0
broad_PLP_to_non_PLP_or_missing,516,4,2,0.5
broad_PLP_to_non_PLP_or_missing,517,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,518,2,1,0.5
broad_PLP_to_non_PLP_or_missing,519,4,1,0.25
broad_PLP_to_non_PLP_or_missing,520,4,3,0.75
broad_PLP_to_non_PLP_or_missing,521,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,522,5,2,0.4
broad_PLP_to_non_PLP_or_missing,523,1,0,0.0
broad_PLP_to_non_PLP_or_missing,524,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,525,2,2,1.0
broad_PLP_to_non_PLP_or_missing,526,1,0,0.0
broad_PLP_to_non_PLP_or_missing,527,7,3,0.42857142857142855
broad_PLP_to_non_PLP_or_missing,528,2,1,0.5
broad_PLP_to_non_PLP_or_missing,529,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,530,4,0,0.0
broad_PLP_to_non_PLP_or_missing,531,5,2,0.4
broad_PLP_to_non_PLP_or_missing,532,6,3,0.5
broad_PLP_to_non_PLP_or_missing,533,1,0,0.0
broad_PLP_to_non_PLP_or_missing,534,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,535,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,536,2,1,0.5
broad_PLP_to_non_PLP_or_missing,537,5,2,0.4
broad_PLP_to_non_PLP_or_missing,538,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,539,2,0,0.0
broad_PLP_to_non_PLP_or_missing,540,1,0,0.0
broad_PLP_to_non_PLP_or_missing,541,8,6,0.75
broad_PLP_to_non_PLP_or_missing,542,3,0,0.0
broad_PLP_to_non_PLP_or_missing,543,4,4,1.0
broad_PLP_to_non_PLP_or_missing,544,4,2,0.5
broad_PLP_to_non_PLP_or_missing,545,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,546,7,3,0.42857142857142855
broad_PLP_to_non_PLP_or_missing,547,5,1,0.2
broad_PLP_to_non_PLP_or_missing,548,4,1,0.25
broad_PLP_to_non_PLP_or_missing,549,4,1,0.25
broad_PLP_to_non_PLP_or_missing,550,4,1,0.25
broad_PLP_to_non_PLP_or_missing,551,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,552,5,3,0.6
broad_PLP_to_non_PLP_or_missing,553,4,2,0.5
broad_PLP_to_non_PLP_or_missing,554,3,0,0.0
broad_PLP_to_non_PLP_or_missing,555,4,1,0.25
broad_PLP_to_non_PLP_or_missing,556,5,5,1.0
broad_PLP_to_non_PLP_or_missing,557,6,3,0.5
broad_PLP_to_non_PLP_or_missing,558,2,1,0.5
broad_PLP_to_non_PLP_or_missing,559,2,0,0.0
broad_PLP_to_non_PLP_or_missing,560,2,0,0.0
broad_PLP_to_non_PLP_or_missing,561,7,6,0.8571428571428571
broad_PLP_to_non_PLP_or_missing,562,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,563,1,1,1.0
broad_PLP_to_non_PLP_or_missing,564,2,1,0.5
broad_PLP_to_non_PLP_or_missing,565,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,566,6,5,0.8333333333333334
broad_PLP_to_non_PLP_or_missing,567,4,3,0.75
broad_PLP_to_non_PLP_or_missing,568,8,4,0.5
broad_PLP_to_non_PLP_or_missing,569,4,1,0.25
broad_PLP_to_non_PLP_or_missing,570,8,2,0.25
broad_PLP_to_non_PLP_or_missing,571,3,3,1.0
broad_PLP_to_non_PLP_or_missing,572,0,0,
broad_PLP_to_non_PLP_or_missing,573,2,0,0.0
broad_PLP_to_non_PLP_or_missing,574,6,2,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,575,9,4,0.4444444444444444
broad_PLP_to_non_PLP_or_missing,576,3,0,0.0
broad_PLP_to_non_PLP_or_missing,577,4,2,0.5
broad_PLP_to_non_PLP_or_missing,578,3,0,0.0
broad_PLP_to_non_PLP_or_missing,579,4,1,0.25
broad_PLP_to_non_PLP_or_missing,580,5,2,0.4
broad_PLP_to_non_PLP_or_missing,581,3,3,1.0
broad_PLP_to_non_PLP_or_missing,582,5,3,0.6
broad_PLP_to_non_PLP_or_missing,583,6,3,0.5
broad_PLP_to_non_PLP_or_missing,584,4,3,0.75
broad_PLP_to_non_PLP_or_missing,585,4,1,0.25
broad_PLP_to_non_PLP_or_missing,586,1,0,0.0
broad_PLP_to_non_PLP_or_missing,587,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,588,6,5,0.8333333333333334
broad_PLP_to_non_PLP_or_missing,589,2,1,0.5
broad_PLP_to_non_PLP_or_missing,590,2,2,1.0
broad_PLP_to_non_PLP_or_missing,591,8,5,0.625
broad_PLP_to_non_PLP_or_missing,592,4,3,0.75
broad_PLP_to_non_PLP_or_missing,593,5,3,0.6
broad_PLP_to_non_PLP_or_missing,594,4,4,1.0
broad_PLP_to_non_PLP_or_missing,595,1,1,1.0
broad_PLP_to_non_PLP_or_missing,596,4,1,0.25
broad_PLP_to_non_PLP_or_missing,597,6,2,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,598,7,2,0.2857142857142857
broad_PLP_to_non_PLP_or_missing,599,5,3,0.6
broad_PLP_to_non_PLP_or_missing,600,6,2,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,601,2,1,0.5
broad_PLP_to_non_PLP_or_missing,602,5,3,0.6
broad_PLP_to_non_PLP_or_missing,603,2,0,0.0
broad_PLP_to_non_PLP_or_missing,604,2,0,0.0
broad_PLP_to_non_PLP_or_missing,605,8,3,0.375
broad_PLP_to_non_PLP_or_missing,606,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,607,4,1,0.25
broad_PLP_to_non_PLP_or_missing,608,2,1,0.5
broad_PLP_to_non_PLP_or_missing,609,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,610,4,1,0.25
broad_PLP_to_non_PLP_or_missing,611,3,0,0.0
broad_PLP_to_non_PLP_or_missing,612,5,3,0.6
broad_PLP_to_non_PLP_or_missing,613,2,1,0.5
broad_PLP_to_non_PLP_or_missing,614,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,615,10,6,0.6
broad_PLP_to_non_PLP_or_missing,616,1,1,1.0
broad_PLP_to_non_PLP_or_missing,617,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,618,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,619,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,620,8,4,0.5
broad_PLP_to_non_PLP_or_missing,621,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,622,3,0,0.0
broad_PLP_to_non_PLP_or_missing,623,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,624,5,0,0.0
broad_PLP_to_non_PLP_or_missing,625,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,626,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,627,2,1,0.5
broad_PLP_to_non_PLP_or_missing,628,7,3,0.42857142857142855
broad_PLP_to_non_PLP_or_missing,629,3,0,0.0
broad_PLP_to_non_PLP_or_missing,630,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,631,7,5,0.7142857142857143
broad_PLP_to_non_PLP_or_missing,632,4,3,0.75
broad_PLP_to_non_PLP_or_missing,633,2,1,0.5
broad_PLP_to_non_PLP_or_missing,634,4,3,0.75
broad_PLP_to_non_PLP_or_missing,635,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,636,4,1,0.25
broad_PLP_to_non_PLP_or_missing,637,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,638,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,639,5,3,0.6
broad_PLP_to_non_PLP_or_missing,640,7,5,0.7142857142857143
broad_PLP_to_non_PLP_or_missing,641,8,3,0.375
broad_PLP_to_non_PLP_or_missing,642,6,0,0.0
broad_PLP_to_non_PLP_or_missing,643,3,3,1.0
broad_PLP_to_non_PLP_or_missing,644,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,645,2,2,1.0
broad_PLP_to_non_PLP_or_missing,646,5,3,0.6
broad_PLP_to_non_PLP_or_missing,647,2,1,0.5
broad_PLP_to_non_PLP_or_missing,648,1,0,0.0
broad_PLP_to_non_PLP_or_missing,649,4,1,0.25
broad_PLP_to_non_PLP_or_missing,650,4,3,0.75
broad_PLP_to_non_PLP_or_missing,651,5,2,0.4
broad_PLP_to_non_PLP_or_missing,652,7,2,0.2857142857142857
broad_PLP_to_non_PLP_or_missing,653,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,654,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,655,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,656,2,2,1.0
broad_PLP_to_non_PLP_or_missing,657,1,1,1.0
broad_PLP_to_non_PLP_or_missing,658,2,1,0.5
broad_PLP_to_non_PLP_or_missing,659,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,660,3,3,1.0
broad_PLP_to_non_PLP_or_missing,661,5,1,0.2
broad_PLP_to_non_PLP_or_missing,662,4,2,0.5
broad_PLP_to_non_PLP_or_missing,663,6,3,0.5
broad_PLP_to_non_PLP_or_missing,664,5,3,0.6
broad_PLP_to_non_PLP_or_missing,665,4,0,0.0
broad_PLP_to_non_PLP_or_missing,666,4,1,0.25
broad_PLP_to_non_PLP_or_missing,667,2,1,0.5
broad_PLP_to_non_PLP_or_missing,668,9,6,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,669,0,0,
broad_PLP_to_non_PLP_or_missing,670,2,1,0.5
broad_PLP_to_non_PLP_or_missing,671,6,1,0.16666666666666666
broad_PLP_to_non_PLP_or_missing,672,4,3,0.75
broad_PLP_to_non_PLP_or_missing,673,0,0,
broad_PLP_to_non_PLP_or_missing,674,6,2,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,675,4,1,0.25
broad_PLP_to_non_PLP_or_missing,676,2,1,0.5
broad_PLP_to_non_PLP_or_missing,677,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,678,4,1,0.25
broad_PLP_to_non_PLP_or_missing,679,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,680,5,3,0.6
broad_PLP_to_non_PLP_or_missing,681,1,0,0.0
broad_PLP_to_non_PLP_or_missing,682,5,1,0.2
broad_PLP_to_non_PLP_or_missing,683,2,1,0.5
broad_PLP_to_non_PLP_or_missing,684,7,4,0.5714285714285714
broad_PLP_to_non_PLP_or_missing,685,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,686,2,1,0.5
broad_PLP_to_non_PLP_or_missing,687,5,1,0.2
broad_PLP_to_non_PLP_or_missing,688,6,3,0.5
broad_PLP_to_non_PLP_or_missing,689,5,2,0.4
broad_PLP_to_non_PLP_or_missing,690,4,2,0.5
broad_PLP_to_non_PLP_or_missing,691,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,692,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,693,2,2,1.0
broad_PLP_to_non_PLP_or_missing,694,9,6,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,695,4,2,0.5
broad_PLP_to_non_PLP_or_missing,696,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,697,7,3,0.42857142857142855
broad_PLP_to_non_PLP_or_missing,698,4,2,0.5
broad_PLP_to_non_PLP_or_missing,699,9,3,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,700,4,2,0.5
broad_PLP_to_non_PLP_or_missing,701,4,2,0.5
broad_PLP_to_non_PLP_or_missing,702,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,703,4,3,0.75
broad_PLP_to_non_PLP_or_missing,704,4,1,0.25
broad_PLP_to_non_PLP_or_missing,705,3,0,0.0
broad_PLP_to_non_PLP_or_missing,706,6,2,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,707,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,708,7,1,0.14285714285714285
broad_PLP_to_non_PLP_or_missing,709,6,5,0.8333333333333334
broad_PLP_to_non_PLP_or_missing,710,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,711,3,3,1.0
broad_PLP_to_non_PLP_or_missing,712,6,1,0.16666666666666666
broad_PLP_to_non_PLP_or_missing,713,4,2,0.5
broad_PLP_to_non_PLP_or_missing,714,5,3,0.6
broad_PLP_to_non_PLP_or_missing,715,5,0,0.0
broad_PLP_to_non_PLP_or_missing,716,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,717,5,4,0.8
broad_PLP_to_non_PLP_or_missing,718,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,719,4,0,0.0
broad_PLP_to_non_PLP_or_missing,720,4,1,0.25
broad_PLP_to_non_PLP_or_missing,721,4,2,0.5
broad_PLP_to_non_PLP_or_missing,722,2,1,0.5
broad_PLP_to_non_PLP_or_missing,723,4,2,0.5
broad_PLP_to_non_PLP_or_missing,724,5,2,0.4
broad_PLP_to_non_PLP_or_missing,725,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,726,5,3,0.6
broad_PLP_to_non_PLP_or_missing,727,9,5,0.5555555555555556
broad_PLP_to_non_PLP_or_missing,728,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,729,2,1,0.5
broad_PLP_to_non_PLP_or_missing,730,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,731,2,2,1.0
broad_PLP_to_non_PLP_or_missing,732,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,733,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,734,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,735,0,0,
broad_PLP_to_non_PLP_or_missing,736,4,3,0.75
broad_PLP_to_non_PLP_or_missing,737,1,1,1.0
broad_PLP_to_non_PLP_or_missing,738,2,1,0.5
broad_PLP_to_non_PLP_or_missing,739,5,2,0.4
broad_PLP_to_non_PLP_or_missing,740,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,741,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,742,4,3,0.75
broad_PLP_to_non_PLP_or_missing,743,0,0,
broad_PLP_to_non_PLP_or_missing,744,5,1,0.2
broad_PLP_to_non_PLP_or_missing,745,4,0,0.0
broad_PLP_to_non_PLP_or_missing,746,4,1,0.25
broad_PLP_to_non_PLP_or_missing,747,3,0,0.0
broad_PLP_to_non_PLP_or_missing,748,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,749,4,3,0.75
broad_PLP_to_non_PLP_or_missing,750,5,3,0.6
broad_PLP_to_non_PLP_or_missing,751,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,752,2,1,0.5
broad_PLP_to_non_PLP_or_missing,753,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,754,6,1,0.16666666666666666
broad_PLP_to_non_PLP_or_missing,755,2,0,0.0
broad_PLP_to_non_PLP_or_missing,756,6,2,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,757,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,758,1,0,0.0
broad_PLP_to_non_PLP_or_missing,759,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,760,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,761,10,3,0.3
broad_PLP_to_non_PLP_or_missing,762,4,3,0.75
broad_PLP_to_non_PLP_or_missing,763,2,0,0.0
broad_PLP_to_non_PLP_or_missing,764,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,765,1,0,0.0
broad_PLP_to_non_PLP_or_missing,766,4,2,0.5
broad_PLP_to_non_PLP_or_missing,767,2,0,0.0
broad_PLP_to_non_PLP_or_missing,768,1,1,1.0
broad_PLP_to_non_PLP_or_missing,769,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,770,6,3,0.5
broad_PLP_to_non_PLP_or_missing,771,4,2,0.5
broad_PLP_to_non_PLP_or_missing,772,6,3,0.5
broad_PLP_to_non_PLP_or_missing,773,7,2,0.2857142857142857
broad_PLP_to_non_PLP_or_missing,774,4,2,0.5
broad_PLP_to_non_PLP_or_missing,775,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,776,5,1,0.2
broad_PLP_to_non_PLP_or_missing,777,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,778,4,2,0.5
broad_PLP_to_non_PLP_or_missing,779,5,2,0.4
broad_PLP_to_non_PLP_or_missing,780,3,3,1.0
broad_PLP_to_non_PLP_or_missing,781,5,0,0.0
broad_PLP_to_non_PLP_or_missing,782,2,1,0.5
broad_PLP_to_non_PLP_or_missing,783,3,3,1.0
broad_PLP_to_non_PLP_or_missing,784,1,1,1.0
broad_PLP_to_non_PLP_or_missing,785,4,1,0.25
broad_PLP_to_non_PLP_or_missing,786,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,787,4,1,0.25
broad_PLP_to_non_PLP_or_missing,788,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,789,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,790,2,1,0.5
broad_PLP_to_non_PLP_or_missing,791,4,2,0.5
broad_PLP_to_non_PLP_or_missing,792,4,2,0.5
broad_PLP_to_non_PLP_or_missing,793,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,794,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,795,1,1,1.0
broad_PLP_to_non_PLP_or_missing,796,5,4,0.8
broad_PLP_to_non_PLP_or_missing,797,5,3,0.6
broad_PLP_to_non_PLP_or_missing,798,5,2,0.4
broad_PLP_to_non_PLP_or_missing,799,7,3,0.42857142857142855
broad_PLP_to_non_PLP_or_missing,800,5,1,0.2
broad_PLP_to_non_PLP_or_missing,801,2,0,0.0
broad_PLP_to_non_PLP_or_missing,802,5,2,0.4
broad_PLP_to_non_PLP_or_missing,803,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,804,6,1,0.16666666666666666
broad_PLP_to_non_PLP_or_missing,805,4,2,0.5
broad_PLP_to_non_PLP_or_missing,806,5,3,0.6
broad_PLP_to_non_PLP_or_missing,807,2,1,0.5
broad_PLP_to_non_PLP_or_missing,808,2,1,0.5
broad_PLP_to_non_PLP_or_missing,809,4,3,0.75
broad_PLP_to_non_PLP_or_missing,810,5,2,0.4
broad_PLP_to_non_PLP_or_missing,811,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,812,5,1,0.2
broad_PLP_to_non_PLP_or_missing,813,4,1,0.25
broad_PLP_to_non_PLP_or_missing,814,3,3,1.0
broad_PLP_to_non_PLP_or_missing,815,1,1,1.0
broad_PLP_to_non_PLP_or_missing,816,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,817,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,818,7,4,0.5714285714285714
broad_PLP_to_non_PLP_or_missing,819,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,820,5,5,1.0
broad_PLP_to_non_PLP_or_missing,821,1,0,0.0
broad_PLP_to_non_PLP_or_missing,822,4,2,0.5
broad_PLP_to_non_PLP_or_missing,823,5,0,0.0
broad_PLP_to_non_PLP_or_missing,824,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,825,1,1,1.0
broad_PLP_to_non_PLP_or_missing,826,4,2,0.5
broad_PLP_to_non_PLP_or_missing,827,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,828,5,4,0.8
broad_PLP_to_non_PLP_or_missing,829,6,2,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,830,4,2,0.5
broad_PLP_to_non_PLP_or_missing,831,5,3,0.6
broad_PLP_to_non_PLP_or_missing,832,4,3,0.75
broad_PLP_to_non_PLP_or_missing,833,4,2,0.5
broad_PLP_to_non_PLP_or_missing,834,1,0,0.0
broad_PLP_to_non_PLP_or_missing,835,5,2,0.4
broad_PLP_to_non_PLP_or_missing,836,3,3,1.0
broad_PLP_to_non_PLP_or_missing,837,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,838,7,3,0.42857142857142855
broad_PLP_to_non_PLP_or_missing,839,1,1,1.0
broad_PLP_to_non_PLP_or_missing,840,4,1,0.25
broad_PLP_to_non_PLP_or_missing,841,2,0,0.0
broad_PLP_to_non_PLP_or_missing,842,5,1,0.2
broad_PLP_to_non_PLP_or_missing,843,5,2,0.4
broad_PLP_to_non_PLP_or_missing,844,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,845,8,3,0.375
broad_PLP_to_non_PLP_or_missing,846,2,1,0.5
broad_PLP_to_non_PLP_or_missing,847,4,1,0.25
broad_PLP_to_non_PLP_or_missing,848,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,849,2,1,0.5
broad_PLP_to_non_PLP_or_missing,850,8,5,0.625
broad_PLP_to_non_PLP_or_missing,851,3,3,1.0
broad_PLP_to_non_PLP_or_missing,852,2,1,0.5
broad_PLP_to_non_PLP_or_missing,853,1,1,1.0
broad_PLP_to_non_PLP_or_missing,854,2,0,0.0
broad_PLP_to_non_PLP_or_missing,855,6,2,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,856,5,4,0.8
broad_PLP_to_non_PLP_or_missing,857,4,1,0.25
broad_PLP_to_non_PLP_or_missing,858,3,3,1.0
broad_PLP_to_non_PLP_or_missing,859,1,1,1.0
broad_PLP_to_non_PLP_or_missing,860,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,861,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,862,3,3,1.0
broad_PLP_to_non_PLP_or_missing,863,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,864,2,2,1.0
broad_PLP_to_non_PLP_or_missing,865,7,3,0.42857142857142855
broad_PLP_to_non_PLP_or_missing,866,5,4,0.8
broad_PLP_to_non_PLP_or_missing,867,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,868,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,869,4,2,0.5
broad_PLP_to_non_PLP_or_missing,870,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,871,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,872,2,1,0.5
broad_PLP_to_non_PLP_or_missing,873,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,874,6,3,0.5
broad_PLP_to_non_PLP_or_missing,875,3,3,1.0
broad_PLP_to_non_PLP_or_missing,876,2,1,0.5
broad_PLP_to_non_PLP_or_missing,877,5,3,0.6
broad_PLP_to_non_PLP_or_missing,878,4,2,0.5
broad_PLP_to_non_PLP_or_missing,879,4,1,0.25
broad_PLP_to_non_PLP_or_missing,880,5,1,0.2
broad_PLP_to_non_PLP_or_missing,881,7,3,0.42857142857142855
broad_PLP_to_non_PLP_or_missing,882,5,4,0.8
broad_PLP_to_non_PLP_or_missing,883,4,2,0.5
