target,method,true_positives,false_positives,false_negatives,true_negatives,precision,recall,specificity,false_positive_rate,false_negative_rate,confidence_interval_method,precision_ci_low,precision_ci_high,recall_ci_low,recall_ci_high,specificity_ci_low,specificity_ci_high,false_positive_rate_ci_low,false_positive_rate_ci_high,false_negative_rate_ci_low,false_negative_rate_ci_high
broad_PLP_to_non_PLP_or_missing,global_AF_gt_1e-4,0,0,22,278,,0.0,1.0,0.0,1.0,Wilson 95%,,,1.3877787807814457e-17,0.14865952572596125,0.9863696487672508,0.9999999999999999,0.0,0.013630351232749173,0.8513404742740388,1.0
broad_PLP_to_non_PLP_or_missing,popmax_or_global_AF_gt_1e-5,3,26,19,252,0.10344827586206896,0.13636363636363635,0.9064748201438849,0.09352517985611511,0.8636363636363636,Wilson 95%,0.035814240381301043,0.26385447247069155,0.04748917264236269,0.3333541187947,0.8664924033456052,0.9353764478105053,0.06462355218949474,0.13350759665439488,0.6666458812053,0.9525108273576373
broad_PLP_to_non_PLP_or_missing,popmax_or_global_AF_gt_1e-4,0,2,22,276,0.0,0.0,0.9928057553956835,0.007194244604316547,1.0,Wilson 95%,0.0,0.6576280471103807,1.3877787807814457e-17,0.14865952572596125,0.9741523819154383,0.9980248978048019,0.001975102195198227,0.02584761808456175,0.8513404742740388,1.0
broad_PLP_to_non_PLP_or_missing,AF_gt_1e-5_and_AC_ge_5,0,5,22,273,0.0,0.0,0.9820143884892086,0.017985611510791366,1.0,Wilson 95%,0.0,0.43449149475208104,1.3877787807814457e-17,0.14865952572596125,0.9585948449904311,0.9922938811592927,0.007706118840707321,0.04140515500956886,0.8513404742740388,1.0
broad_PLP_to_non_PLP_or_missing,AF_gt_1e-5_and_AC_ge_10,0,5,22,273,0.0,0.0,0.9820143884892086,0.017985611510791366,1.0,Wilson 95%,0.0,0.43449149475208104,1.3877787807814457e-17,0.14865952572596125,0.9585948449904311,0.9922938811592927,0.007706118840707321,0.04140515500956886,0.8513404742740388,1.0
broad_PLP_to_non_PLP_or_missing,AF_gt_1e-5_and_AC_ge_20,0,2,22,276,0.0,0.0,0.9928057553956835,0.007194244604316547,1.0,Wilson 95%,0.0,0.6576280471103807,1.3877787807814457e-17,0.14865952572596125,0.9741523819154383,0.9980248978048019,0.001975102195198227,0.02584761808456175,0.8513404742740388,1.0
broad_PLP_to_non_PLP_or_missing,AF_gt_1e-5_and_AC_ge_50,0,0,22,278,,0.0,1.0,0.0,1.0,Wilson 95%,,,1.3877787807814457e-17,0.14865952572596125,0.9863696487672508,0.9999999999999999,0.0,0.013630351232749173,0.8513404742740388,1.0
broad_PLP_to_non_PLP_or_missing,VITAL_red,0,0,22,278,,0.0,1.0,0.0,1.0,Wilson 95%,,,1.3877787807814457e-17,0.14865952572596125,0.9863696487672508,0.9999999999999999,0.0,0.013630351232749173,0.8513404742740388,1.0
expanded_PLP_to_non_PLP_or_review_change,global_AF_gt_1e-5,1,4,90,205,0.2,0.01098901098901099,0.9808612440191388,0.019138755980861243,0.989010989010989,Wilson 95%,0.03622316096978745,0.6244717358814613,0.0019424213233478899,0.05965080359061392,0.9518313764273898,0.9925328831910307,0.0074671168089693075,0.04816862357261023,0.9403491964093862,0.9980575786766521
expanded_PLP_to_non_PLP_or_review_change,global_AF_gt_1e-4,0,0,91,209,,0.0,1.0,0.0,1.0,Wilson 95%,,,0.0,0.04050543221539915,0.9819508968171637,1.0,0.0,0.018049103182836437,0.959494567784601,1.0
expanded_PLP_to_non_PLP_or_review_change,popmax_or_global_AF_gt_1e-5,11,18,80,191,0.3793103448275862,0.12087912087912088,0.9138755980861244,0.0861244019138756,0.8791208791208791,Wilson 95%,0.22687795730867344,0.5599777379071503,0.06885437664603104,0.20361677525355731,0.8679816586208107,0.944829370802009,0.05517062919799102,0.1320183413791894,0.7963832247464426,0.931145623353969
expanded_PLP_to_non_PLP_or_review_change,popmax_or_global_AF_gt_1e-4,1,1,90,208,0.5,0.01098901098901099,0.9952153110047847,0.004784688995215311,0.989010989010989,Wilson 95%,0.09452865480086614,0.9054713451991339,0.0019424213233478899,0.05965080359061392,0.9733993307735972,0.9991549067438806,0.0008450932561194467,0.02660066922640277,0.9403491964093862,0.9980575786766521
expanded_PLP_to_non_PLP_or_review_change,AF_gt_1e-5_and_AC_ge_5,1,4,90,205,0.2,0.01098901098901099,0.9808612440191388,0.019138755980861243,0.989010989010989,Wilson 95%,0.03622316096978745,0.6244717358814613,0.0019424213233478899,0.05965080359061392,0.9518313764273898,0.9925328831910307,0.0074671168089693075,0.04816862357261023,0.9403491964093862,0.9980575786766521
expanded_PLP_to_non_PLP_or_review_change,AF_gt_1e-5_and_AC_ge_10,1,4,90,205,0.2,0.01098901098901099,0.9808612440191388,0.019138755980861243,0.989010989010989,Wilson 95%,0.03622316096978745,0.6244717358814613,0.0019424213233478899,0.05965080359061392,0.9518313764273898,0.9925328831910307,0.0074671168089693075,0.04816862357261023,0.9403491964093862,0.9980575786766521
expanded_PLP_to_non_PLP_or_review_change,AF_gt_1e-5_and_AC_ge_20,0,2,91,207,0.0,0.0,0.9904306220095693,0.009569377990430622,1.0,Wilson 95%,0.0,0.6576280471103807,0.0,0.04050543221539915,0.9657857265177282,0.9973718517000637,0.002628148299936312,0.034214273482271684,0.959494567784601,1.0
expanded_PLP_to_non_PLP_or_review_change,AF_gt_1e-5_and_AC_ge_50,0,0,91,209,,0.0,1.0,0.0,1.0,Wilson 95%,,,0.0,0.04050543221539915,0.9819508968171637,1.0,0.0,0.018049103182836437,0.959494567784601,1.0
expanded_PLP_to_non_PLP_or_review_change,VITAL_red,0,0,91,209,,0.0,1.0,0.0,1.0,Wilson 95%,,,0.0,0.04050543221539915,0.9819508968171637,1.0,0.0,0.018049103182836437,0.959494567784601,1.0
