target,threshold,tp,fp,fn,tn,tpr_recall,fpr,precision,specificity
strict_PLP_to_BLB_or_VUS,inf,0,0,23,2977,0.0,0.0,,1.0
strict_PLP_to_BLB_or_VUS,90.22538543937368,0,1,23,2976,0.0,0.0003359086328518643,0.0,0.9996640913671482
strict_PLP_to_BLB_or_VUS,87.34567115538377,0,2,23,2975,0.0,0.0006718172657037286,0.0,0.9993281827342962
strict_PLP_to_BLB_or_VUS,86.72676170442226,0,3,23,2974,0.0,0.001007725898555593,0.0,0.9989922741014444
strict_PLP_to_BLB_or_VUS,86.3183275086954,0,4,23,2973,0.0,0.0013436345314074571,0.0,0.9986563654685925
strict_PLP_to_BLB_or_VUS,85.45557130559811,0,5,23,2972,0.0,0.0016795431642593216,0.0,0.9983204568357407
strict_PLP_to_BLB_or_VUS,84.95144942821322,0,6,23,2971,0.0,0.002015451797111186,0.0,0.9979845482028888
strict_PLP_to_BLB_or_VUS,84.87987803649594,0,7,23,2970,0.0,0.0023513604299630502,0.0,0.9976486395700369
strict_PLP_to_BLB_or_VUS,84.82700945598599,0,8,23,2969,0.0,0.0026872690628149142,0.0,0.9973127309371851
strict_PLP_to_BLB_or_VUS,84.72140140741314,0,9,23,2968,0.0,0.0030231776956667787,0.0,0.9969768223043333
strict_PLP_to_BLB_or_VUS,84.64645390517319,0,10,23,2967,0.0,0.003359086328518643,0.0,0.9966409136714813
strict_PLP_to_BLB_or_VUS,83.17554253833481,0,11,23,2966,0.0,0.003694994961370507,0.0,0.9963050050386295
strict_PLP_to_BLB_or_VUS,82.46840313675412,0,12,23,2965,0.0,0.004030903594222372,0.0,0.9959690964057776
strict_PLP_to_BLB_or_VUS,82.45458589745552,0,13,23,2964,0.0,0.004366812227074236,0.0,0.9956331877729258
strict_PLP_to_BLB_or_VUS,81.78179326878927,0,14,23,2963,0.0,0.0047027208599261005,0.0,0.9952972791400739
strict_PLP_to_BLB_or_VUS,81.28387723816664,0,15,23,2962,0.0,0.0050386294927779645,0.0,0.994961370507222
strict_PLP_to_BLB_or_VUS,81.07083693910656,0,16,23,2961,0.0,0.0053745381256298285,0.0,0.9946254618743702
