target,threshold,tp,fp,fn,tn,tpr_recall,fpr,precision,specificity
broad_PLP_to_non_PLP_or_missing,33.39198360973199,8,61,11,420,0.42105263157894735,0.12681912681912683,0.11594202898550725,0.8731808731808732
broad_PLP_to_non_PLP_or_missing,32.78757152087072,8,62,11,419,0.42105263157894735,0.1288981288981289,0.11428571428571428,0.8711018711018711
broad_PLP_to_non_PLP_or_missing,32.35915420562954,8,63,11,418,0.42105263157894735,0.13097713097713098,0.11267605633802817,0.8690228690228691
broad_PLP_to_non_PLP_or_missing,32.10081302505253,8,64,11,417,0.42105263157894735,0.13305613305613306,0.1111111111111111,0.8669438669438669
broad_PLP_to_non_PLP_or_missing,31.74648971283688,8,65,11,416,0.42105263157894735,0.13513513513513514,0.1095890410958904,0.8648648648648649
broad_PLP_to_non_PLP_or_missing,30.98000491410092,8,66,11,415,0.42105263157894735,0.13721413721413722,0.10810810810810811,0.8627858627858628
broad_PLP_to_non_PLP_or_missing,30.678857387325035,8,67,11,414,0.42105263157894735,0.1392931392931393,0.10666666666666667,0.8607068607068608
broad_PLP_to_non_PLP_or_missing,29.365637107480048,8,68,11,413,0.42105263157894735,0.14137214137214138,0.10526315789473684,0.8586278586278586
broad_PLP_to_non_PLP_or_missing,29.34321857317613,8,69,11,412,0.42105263157894735,0.14345114345114346,0.1038961038961039,0.8565488565488566
broad_PLP_to_non_PLP_or_missing,29.334408271541527,8,70,11,411,0.42105263157894735,0.14553014553014554,0.10256410256410256,0.8544698544698545
broad_PLP_to_non_PLP_or_missing,28.829512712793743,8,71,11,410,0.42105263157894735,0.14760914760914762,0.10126582278481013,0.8523908523908524
broad_PLP_to_non_PLP_or_missing,28.55768845954869,8,72,11,409,0.42105263157894735,0.1496881496881497,0.1,0.8503118503118503
broad_PLP_to_non_PLP_or_missing,28.08501920005287,8,73,11,408,0.42105263157894735,0.15176715176715178,0.09876543209876543,0.8482328482328483
broad_PLP_to_non_PLP_or_missing,26.763421483362887,8,74,11,407,0.42105263157894735,0.15384615384615385,0.0975609756097561,0.8461538461538461
broad_PLP_to_non_PLP_or_missing,24.17020515500223,8,75,11,406,0.42105263157894735,0.15592515592515593,0.0963855421686747,0.8440748440748441
broad_PLP_to_non_PLP_or_missing,23.501478467723643,8,76,11,405,0.42105263157894735,0.158004158004158,0.09523809523809523,0.841995841995842
broad_PLP_to_non_PLP_or_missing,21.33624583052212,8,77,11,404,0.42105263157894735,0.1600831600831601,0.09411764705882353,0.83991683991684
broad_PLP_to_non_PLP_or_missing,21.01108710789352,8,78,11,403,0.42105263157894735,0.16216216216216217,0.09302325581395349,0.8378378378378378
broad_PLP_to_non_PLP_or_missing,6.0,8,84,11,397,0.42105263157894735,0.17463617463617465,0.08695652173913043,0.8253638253638254
broad_PLP_to_non_PLP_or_missing,3.0,8,95,11,386,0.42105263157894735,0.19750519750519752,0.07766990291262135,0.8024948024948025
broad_PLP_to_non_PLP_or_missing,2.0,8,97,11,384,0.42105263157894735,0.20166320166320167,0.0761904761904762,0.7983367983367984
broad_PLP_to_non_PLP_or_missing,0.0,19,481,0,0,1.0,1.0,0.038,0.0
broad_PLP_to_non_PLP_or_missing,-inf,19,481,0,0,1.0,1.0,0.038,0.0
expanded_PLP_to_non_PLP_or_review_change,inf,0,0,132,368,0.0,0.0,,1.0
expanded_PLP_to_non_PLP_or_review_change,90.08747429302088,0,1,132,367,0.0,0.002717391304347826,0.0,0.9972826086956522
expanded_PLP_to_non_PLP_or_review_change,88.57601146792932,1,1,131,367,0.007575757575757576,0.002717391304347826,0.5,0.9972826086956522
expanded_PLP_to_non_PLP_or_review_change,83.12821094565982,1,2,131,366,0.007575757575757576,0.005434782608695652,0.3333333333333333,0.9945652173913043
expanded_PLP_to_non_PLP_or_review_change,77.68729228283165,2,2,130,366,0.015151515151515152,0.005434782608695652,0.5,0.9945652173913043
expanded_PLP_to_non_PLP_or_review_change,72.44312838092227,3,2,129,366,0.022727272727272728,0.005434782608695652,0.6,0.9945652173913043
expanded_PLP_to_non_PLP_or_review_change,72.3010063498617,4,2,128,366,0.030303030303030304,0.005434782608695652,0.6666666666666666,0.9945652173913043
expanded_PLP_to_non_PLP_or_review_change,71.67144925653409,5,2,127,366,0.03787878787878788,0.005434782608695652,0.7142857142857143,0.9945652173913043
expanded_PLP_to_non_PLP_or_review_change,71.40346301419866,5,3,127,365,0.03787878787878788,0.008152173913043478,0.625,0.9918478260869565
expanded_PLP_to_non_PLP_or_review_change,67.27867571714661,5,4,127,364,0.03787878787878788,0.010869565217391304,0.5555555555555556,0.9891304347826086
expanded_PLP_to_non_PLP_or_review_change,67.25679690211163,5,5,127,363,0.03787878787878788,0.01358695652173913,0.5,0.9864130434782609
expanded_PLP_to_non_PLP_or_review_change,64.37472405400322,5,6,127,362,0.03787878787878788,0.016304347826086956,0.45454545454545453,0.9836956521739131
expanded_PLP_to_non_PLP_or_review_change,63.2750066673914,6,6,126,362,0.045454545454545456,0.016304347826086956,0.5,0.9836956521739131
expanded_PLP_to_non_PLP_or_review_change,62.02730097244374,7,6,125,362,0.05303030303030303,0.016304347826086956,0.5384615384615384,0.9836956521739131
expanded_PLP_to_non_PLP_or_review_change,61.63820175891675,8,6,124,362,0.06060606060606061,0.016304347826086956,0.5714285714285714,0.9836956521739131
expanded_PLP_to_non_PLP_or_review_change,59.55935858383462,8,7,124,361,0.06060606060606061,0.019021739130434784,0.5333333333333333,0.9809782608695652
expanded_PLP_to_non_PLP_or_review_change,58.69487474791895,9,7,123,361,0.06818181818181818,0.019021739130434784,0.5625,0.9809782608695652
expanded_PLP_to_non_PLP_or_review_change,55.52297789088375,10,7,122,361,0.07575757575757576,0.019021739130434784,0.5882352941176471,0.9809782608695652
expanded_PLP_to_non_PLP_or_review_change,54.83383921030111,11,7,121,361,0.08333333333333333,0.019021739130434784,0.6111111111111112,0.9809782608695652
expanded_PLP_to_non_PLP_or_review_change,53.894771345537066,11,8,121,360,0.08333333333333333,0.021739130434782608,0.5789473684210527,0.9782608695652174
expanded_PLP_to_non_PLP_or_review_change,53.59175681818448,12,8,120,360,0.09090909090909091,0.021739130434782608,0.6,0.9782608695652174
expanded_PLP_to_non_PLP_or_review_change,53.26445460369677,12,9,120,359,0.09090909090909091,0.024456521739130436,0.5714285714285714,0.9755434782608695
expanded_PLP_to_non_PLP_or_review_change,52.734477084291946,12,10,120,358,0.09090909090909091,0.02717391304347826,0.5454545454545454,0.9728260869565217
