gene,clinvar_plp_variant_count,exact_af_covered_count,popmax_gt_1e_5_count,popmax_gt_1e_4_count,global_gt_1e_5_count,global_gt_1e_4_count,popmax_gt_1e_5_fraction,popmax_gt_1e_4_fraction,gene_frequency_constraint_proxy,gene_frequency_constraint_label
OTOA,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PAPSS2,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
PAX6,16,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PCSK1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PIEZO1,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
PIGL,1,1,1,1,0,0,1.0,1.0,0.25,permissive_or_founder_prone
PINK1,1,1,1,1,0,0,1.0,1.0,0.25,permissive_or_founder_prone
PLOD1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PNKP,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PNPO,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
POMT1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
POMT2,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
POT1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PRKRA,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PRUNE1,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
PTEN,21,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PTS,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
PYROXD1,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
RAB3GAP1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
RBBP8,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
RECQL4,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
RMND1,1,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
RPH3A,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
RSPH1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SCN4A,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SGCG,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SIGMAR1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SLC12A3,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SLC17A5,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SLC22A5,3,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SLC25A20,1,1,1,1,0,0,1.0,1.0,0.25,permissive_or_founder_prone
SLC25A38,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SLC38A8,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
SLC4A11,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SLC6A19,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
SPINK5,2,1,1,0,1,0,1.0,0.0,0.25,permissive_or_founder_prone
SPR,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
TBX4,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
TCN2,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
TERT,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
TGM5,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
THAP1,2,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
THG1L,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
TMEM260,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
TOE1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
TP53,22,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
UROS,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
WFS1,1,1,1,0,0,0,1.0,0.0,0.25,permissive_or_founder_prone
XRCC1,1,1,1,1,1,0,1.0,1.0,0.25,permissive_or_founder_prone
VPS13B,27,10,8,2,1,0,0.8,0.2,0.22727272727272727,permissive_or_founder_prone
LZTR1,7,6,5,1,0,0,0.8333333333333334,0.16666666666666666,0.21428571428571427,permissive_or_founder_prone
ANO5,2,2,2,0,0,0,1.0,0.0,0.16666666666666666,permissive_or_founder_prone
CYP27A1,2,2,2,1,1,0,1.0,0.5,0.16666666666666666,permissive_or_founder_prone
GNPTAB,7,2,2,1,1,0,1.0,0.5,0.16666666666666666,permissive_or_founder_prone
SETX,2,2,2,0,0,0,1.0,0.0,0.16666666666666666,permissive_or_founder_prone
TH,3,2,2,1,0,0,1.0,0.5,0.16666666666666666,permissive_or_founder_prone
DPYS,3,3,3,3,2,0,1.0,1.0,0.125,permissive_or_founder_prone
MMACHC,3,3,3,2,1,0,1.0,0.6666666666666666,0.125,permissive_or_founder_prone
NLRP12,3,3,3,1,0,0,1.0,0.3333333333333333,0.125,permissive_or_founder_prone
CRB1,8,5,5,0,1,0,1.0,0.0,0.08333333333333333,permissive_or_founder_prone
