scope,target,score_threshold,flagged_count,true_positives,false_positives,false_negatives,true_negatives,precision,recall,specificity,false_positive_rate
frequency_observed,broad_PLP_to_non_PLP_or_missing,50,122,9,113,32,578,0.07377049180327869,0.21951219512195122,0.8364688856729378,0.16353111432706222
frequency_observed,broad_PLP_to_non_PLP_or_missing,55,84,8,76,33,615,0.09523809523809523,0.1951219512195122,0.8900144717800289,0.10998552821997105
frequency_observed,broad_PLP_to_non_PLP_or_missing,60,62,5,57,36,634,0.08064516129032258,0.12195121951219512,0.9175108538350217,0.0824891461649783
frequency_observed,broad_PLP_to_non_PLP_or_missing,65,41,3,38,38,653,0.07317073170731707,0.07317073170731707,0.9450072358900145,0.05499276410998553
frequency_observed,broad_PLP_to_non_PLP_or_missing,70,33,2,31,39,660,0.06060606060606061,0.04878048780487805,0.9551374819102749,0.04486251808972504
frequency_observed,broad_PLP_to_non_PLP_or_missing,75,26,2,24,39,667,0.07692307692307693,0.04878048780487805,0.9652677279305355,0.03473227206946455
frequency_observed,broad_PLP_to_non_PLP_or_missing,80,18,1,17,40,674,0.05555555555555555,0.024390243902439025,0.975397973950796,0.024602026049204053
frequency_observed,broad_PLP_to_non_PLP_or_missing,85,5,0,5,41,686,0.0,0.0,0.9927641099855282,0.00723589001447178
frequency_observed,broad_PLP_to_non_PLP_or_missing,90,1,0,1,41,690,0.0,0.0,0.9985528219971056,0.001447178002894356
frequency_observed,broad_PLP_to_non_PLP_or_missing,95,0,0,0,41,691,,0.0,1.0,0.0
frequency_observed,expanded_PLP_to_non_PLP_or_review_change,40,203,87,116,175,354,0.42857142857142855,0.3320610687022901,0.7531914893617021,0.24680851063829787
frequency_observed,expanded_PLP_to_non_PLP_or_review_change,45,154,63,91,199,379,0.4090909090909091,0.24045801526717558,0.8063829787234043,0.19361702127659575
frequency_observed,expanded_PLP_to_non_PLP_or_review_change,50,122,49,73,213,397,0.4016393442622951,0.18702290076335878,0.8446808510638298,0.15531914893617021
frequency_observed,expanded_PLP_to_non_PLP_or_review_change,55,84,34,50,228,420,0.40476190476190477,0.1297709923664122,0.8936170212765957,0.10638297872340426
frequency_observed,expanded_PLP_to_non_PLP_or_review_change,60,62,23,39,239,431,0.3709677419354839,0.08778625954198473,0.9170212765957447,0.08297872340425531
frequency_observed,expanded_PLP_to_non_PLP_or_review_change,65,41,18,23,244,447,0.43902439024390244,0.06870229007633588,0.951063829787234,0.04893617021276596
frequency_observed,expanded_PLP_to_non_PLP_or_review_change,70,33,16,17,246,453,0.48484848484848486,0.061068702290076333,0.9638297872340426,0.036170212765957444
frequency_observed,expanded_PLP_to_non_PLP_or_review_change,75,26,13,13,249,457,0.5,0.04961832061068702,0.9723404255319149,0.027659574468085105
frequency_observed,expanded_PLP_to_non_PLP_or_review_change,80,18,10,8,252,462,0.5555555555555556,0.03816793893129771,0.9829787234042553,0.01702127659574468
frequency_observed,expanded_PLP_to_non_PLP_or_review_change,85,5,4,1,258,469,0.8,0.015267175572519083,0.997872340425532,0.002127659574468085
frequency_observed,expanded_PLP_to_non_PLP_or_review_change,90,1,1,0,261,470,1.0,0.003816793893129771,1.0,0.0
frequency_observed,expanded_PLP_to_non_PLP_or_review_change,95,0,0,0,262,470,,0.0,1.0,0.0
